"fov","Area","AspectRatio","Width","Height","Mean.PanCK","Max.PanCK","Mean.CD68","Max.CD68","Mean.Membrane","Max.Membrane","Mean.CD45","Max.CD45","Mean.DAPI","Max.DAPI","SplitRatioToLocal","NucArea","NucAspectRatio","Circularity","Eccentricity","Perimeter","Solidity","cell_id","X","version","dualfiles","Run_name","Run_Tissue_name","ISH.concentration","Dash","tissue","Panel","assay_type","slide_ID","cell_ID","median_RNA","RNA_quantile_0.75","RNA_quantile_0.8","RNA_quantile_0.85","RNA_quantile_0.9","RNA_quantile_0.95","RNA_quantile_0.99","nCount_RNA","nFeature_RNA","median_negprobes","negprobes_quantile_0.75","negprobes_quantile_0.8","negprobes_quantile_0.85","negprobes_quantile_0.9","negprobes_quantile_0.95","negprobes_quantile_0.99","nCount_negprobes","nFeature_negprobes","Area.um2","CenterX_local_px","CenterY_local_px","CenterX_global_px","CenterY_global_px","cell"
344,5433,1,91,91,910,1320,427,964,1718,5044,1361,4908,3330,7004,1.05,4612,0.98,0.82,0.67,288,18.86,"c_1_344_1372",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1372,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14246.17,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,45.27,2,78.2352,4209,2813,6219,1452,"c_1_344_1372"
344,3951,0.94,81,86,938,1252,394,708,2004,4796,2140,7836,4582,6672,0,3852,0.98,0.84,0.91,243,16.26,"c_1_344_1373",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1373,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,16448.28,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,39.22,2,56.8944,4016,2815,6026,1450,"c_1_344_1373"
344,4772,0.81,83,102,934,1884,1167,5516,1818,4216,1227,5092,3087,5748,0,2708,1,0.8,0.67,274,17.42,"c_1_344_1374",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1374,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,16642.77,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,49.16,2,68.7168,3869,2829,5879,1436,"c_1_344_1374"
344,6207,0.63,73,115,1901,5276,632,1348,894,2144,393,856,892,2196,0,2052,0.73,0.87,0.64,300,20.69,"c_1_344_1375",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1375,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,8851.87,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,55.23,2,89.3808,2566,2837,4576,1428,"c_1_344_1375"
344,3596,0.97,67,69,931,1316,403,664,2073,5040,2319,7176,3941,6780,0,2416,1,0.92,0.75,222,16.2,"c_1_344_1376",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1376,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,17391.48,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,47.61,2,51.7824,4139,2816,6149,1449,"c_1_344_1376"
344,4155,1,76,76,768,1128,313,440,474,976,372,668,930,4196,0,1016,0.95,1.02,0.79,226,18.38,"c_1_344_1377",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1377,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,10622.83,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,35.07,2,59.832,3032,2810,5042,1455,"c_1_344_1377"
344,4863,0.92,93,86,1441,11000,314,556,940,2388,641,3536,1705,4864,0,2272,0.88,0.84,0.68,269,18.08,"c_1_344_1378",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1378,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,11583.56,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,39.57,2,70.0272,2856,2826,4866,1439,"c_1_344_1378"
344,3669,0.88,73,83,1629,4200,530,3012,1234,4132,464,3852,1351,3220,0,1640,0.83,0.68,0.58,261,14.06,"c_1_344_1379",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1379,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,9377.71,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,51.47,2,52.8336,2632,2841,4642,1424,"c_1_344_1379"
344,4835,0.71,67,95,1887,5996,451,828,1389,3508,565,1892,1549,3324,0,2116,0.79,0.94,0.7,254,19.04,"c_1_344_1380",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1380,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,10497.57,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,66.56,2,69.624,2693,2847,4703,1418,"c_1_344_1380"
344,2601,0.47,45,96,877,1108,359,548,2247,5768,1885,6620,2658,4816,0,948,0.52,0.69,0.43,218,11.93,"c_1_344_1381",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1381,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,17489.37,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,36.73,2,37.4544,3322,2849,5332,1416,"c_1_344_1381"
344,4232,0.87,83,72,942,1632,1419,5836,2403,5284,1869,7076,3095,5680,0,2852,0.86,0.83,0.65,253,16.73,"c_1_344_1382",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1382,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,20229.53,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,52.01,2,60.9408,3809,2842,5819,1423,"c_1_344_1382"
344,10434,0.83,124,149,684,1812,366,3244,1261,5728,791,7268,2147,6540,0,3832,0.81,0.75,0.48,419,24.9,"c_1_344_1383",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1383,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14038.38,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,44.33,2,150.2496,3396,2868,5406,1397,"c_1_344_1383"
344,4604,0.86,87,75,891,1376,378,684,1561,4316,1664,6556,4594,6836,0,3912,1,0.96,0.77,245,18.79,"c_1_344_1384",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1384,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14723.4,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,47.44,2,66.2976,4071,2853,6081,1412,"c_1_344_1384"
344,21592,0.6,146,242,2077,10780,407,788,320,944,327,1172,800,3592,0,4680,0.91,0.67,0.59,638,33.84,"c_1_344_1385",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1385,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,5682.17,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,31.2,2,310.9248,2152,2923,4162,1342,"c_1_344_1385"
344,8884,0.5,82,165,2194,6468,456,1168,363,928,368,808,546,2204,0,1032,0.26,0.73,0.41,391,22.72,"c_1_344_1386",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1386,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,6282.41,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,44.22,2,127.9296,2223,2884,4233,1381,"c_1_344_1386"
344,3428,0.85,79,67,615,1392,323,1196,917,2360,1451,8612,2530,5292,0,1804,0.92,0.9,0.69,219,15.65,"c_1_344_1387",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1387,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,10276.58,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,49.49,2,49.3632,3727,2851,5737,1414,"c_1_344_1387"
344,2922,0.83,76,63,942,1200,412,984,1838,3656,1858,4068,4103,6476,0,2676,0.85,0.83,0.64,210,13.91,"c_1_344_1388",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1388,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14737.82,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,44.81,2,42.0768,3969,2853,5979,1412,"c_1_344_1388"
344,4916,0.96,93,97,2999,9608,492,1040,1260,3592,525,1528,1800,3712,0,2740,0.77,0.7,0.65,298,16.5,"c_1_344_1389",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1389,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,11234.82,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,76.33,2,70.7904,2764,2872,4774,1393,"c_1_344_1389"
344,8107,0.86,107,125,4546,20384,448,776,1482,4040,530,2420,1631,3796,0,4172,0.85,0.84,0.87,348,23.3,"c_1_344_1390",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1390,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,13116.78,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,55.31,2,116.7408,2819,2890,4829,1375,"c_1_344_1390"
344,3137,0.97,67,69,746,1224,472,2288,1056,3328,401,928,527,1676,0,0,0,0.92,0.74,207,15.15,"c_1_344_1391",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1391,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,15939.39,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,37.48,2,45.1728,2936,2848,4946,1417,"c_1_344_1391"
344,3593,0.96,74,77,855,1160,345,564,1300,6288,1048,5940,2306,5360,0,1644,0.93,0.85,0.87,230,15.62,"c_1_344_1392",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1392,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,12049.08,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,35.79,2,51.7392,3288,2876,5298,1389,"c_1_344_1392"
344,29183,0.6,365,219,901,1696,397,1328,2139,5908,2160,12628,4041,7300,0,23794,0.63,0.41,0.49,941,31.01,"c_1_344_1393",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1393,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,17336.68,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,46.9,2,420.2352,4028,2947,6038,1318,"c_1_344_1393"
344,3148,0.9,69,77,905,1280,390,764,2025,4072,1596,4792,5057,7716,0,2688,0.81,0.87,0.71,213,14.78,"c_1_344_1394",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1394,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,18271.32,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,43.1,2,45.3312,4032,2886,6042,1379,"c_1_344_1394"
344,4406,0.88,81,71,953,1356,422,744,1986,5044,1709,5164,3993,6556,0.85,2928,0.88,0.84,0.76,256,17.21,"c_1_344_1395",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1395,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14470.3,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,38.39,2,63.4464,4214,2883,6224,1382,"c_1_344_1395"
344,5969,0.81,85,105,653,1352,317,1000,1109,5624,931,5460,2321,4864,0,3848,0.87,0.95,0.84,281,21.24,"c_1_344_1396",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1396,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,10703.43,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,55.89,2,85.9536,3750,2902,5760,1363,"c_1_344_1396"
344,4773,0.81,89,72,1078,4496,312,536,1225,3768,376,2460,1028,3404,0,708,0.86,0.94,0.73,253,18.87,"c_1_344_1397",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1397,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,12400.78,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,40.55,2,68.7312,2914,2889,4924,1376,"c_1_344_1397"
344,2446,0.88,64,73,969,1316,435,612,1573,3188,1083,3296,3374,4776,0,2081,0.84,0.75,0.44,202,12.11,"c_1_344_1398",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1398,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,12205.79,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,59.15,2,35.2224,3935,2888,5945,1377,"c_1_344_1398"
344,5119,0.97,90,93,939,1324,404,656,1842,4528,1500,4548,4319,7180,0,3804,0.92,0.76,0.56,291,17.59,"c_1_344_1399",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1399,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,15471,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,43.38,2,73.7136,3891,2910,5901,1355,"c_1_344_1399"
344,6486,0.74,111,82,1835,6216,598,4780,936,3172,472,4612,1242,3132,0,3196,0.73,0.82,0.62,315,20.59,"c_1_344_1400",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1400,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,8939.89,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,70.06,2,93.3984,2646,2917,4656,1348,"c_1_344_1400"
344,3518,0.87,62,71,954,1352,421,760,1806,6164,1357,4820,3977,6336,0,2492,0.97,0.84,0.4,230,15.3,"c_1_344_1401",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1401,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14116.03,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,43.12,2,50.6592,3823,2911,5833,1354,"c_1_344_1401"
344,4843,0.92,83,90,2317,6688,539,932,1387,3668,483,1436,1321,3368,0,2292,0.84,0.88,0.57,263,18.41,"c_1_344_1402",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1402,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,10021.73,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,64.54,2,69.7392,2729,2923,4739,1342,"c_1_344_1402"
344,3679,0.89,77,87,870,1148,367,740,1710,5184,1342,3896,3714,6156,0,2448,0.77,0.79,0.54,242,15.2,"c_1_344_1403",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1403,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,15460.91,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,39.51,2,52.9776,3352,2933,5362,1332,"c_1_344_1403"
344,8180,0.81,100,124,2353,7048,657,4500,691,2668,458,2904,919,2320,0,2900,0.87,0.87,0.63,343,23.85,"c_1_344_1404",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1404,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,8908.84,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,81.32,2,117.792,2583,2946,4593,1319,"c_1_344_1404"
344,5832,0.49,61,125,870,1492,1092,7648,1964,6020,1198,3464,3002,4692,1.13,4904,0.56,0.71,0.68,322,18.11,"c_1_344_1405",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1405,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,17576.3,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,39.54,2,83.9808,4224,2958,6234,1307,"c_1_344_1405"
344,5020,0.92,93,101,4051,21508,436,804,1467,4032,633,2928,1367,2656,0,1960,0.57,0.74,0.73,292,17.19,"c_1_344_1406",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1406,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,12968.98,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,49.7,2,72.288,2844,2954,4854,1311,"c_1_344_1406"
344,7904,0.62,91,147,610,1068,272,668,1370,4464,876,7588,2087,6764,0,2820,0.65,0.76,0.45,362,21.83,"c_1_344_1407",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1407,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,12275.01,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,37.94,2,113.8176,3485,2965,5495,1300,"c_1_344_1407"
344,5711,0.5,66,133,814,1152,328,516,903,2748,1079,5596,2169,5636,0,3044,0.44,0.62,0.53,341,16.75,"c_1_344_1408",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1408,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,11266.43,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,38,2,82.2384,3306,2977,5316,1288,"c_1_344_1408"
344,3368,0.92,67,73,926,1352,403,636,2102,5176,2080,5204,4006,6316,0,3296,0.92,1.04,0.77,202,16.67,"c_1_344_1409",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1409,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,16728.14,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,55.6,2,48.4992,4099,2952,6109,1313,"c_1_344_1409"
344,4610,0.99,84,85,1382,19804,344,532,1568,3820,457,1856,1856,5144,0,1924,0.93,0.76,0.52,277,16.64,"c_1_344_1410",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1410,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,16107.03,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,42.29,2,66.384,2932,2962,4942,1303,"c_1_344_1410"
344,3832,0.8,72,90,817,3252,310,596,1083,3432,583,1932,1335,4264,0,1312,0.83,0.81,0.77,244,15.7,"c_1_344_1411",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1411,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,13308.13,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,33.63,2,55.1808,2984,2951,4994,1314,"c_1_344_1411"
344,6062,0.86,103,89,647,1124,305,892,1493,5264,1292,5460,2411,6188,0,2392,0.96,0.93,0.83,286,21.2,"c_1_344_1412",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1412,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,13419.3,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,48.2,2,87.2928,3795,2966,5805,1299,"c_1_344_1412"
344,4110,0.93,85,79,914,1176,398,956,2146,6796,1717,5668,3805,5584,0,3498,0.88,0.9,0.71,239,17.2,"c_1_344_1413",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1413,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14427.39,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,48.17,2,59.184,3918,2961,5928,1304,"c_1_344_1413"
344,3916,0.71,77,109,840,1060,356,704,1368,3060,1096,3592,3311,5548,0,2648,0.74,0.58,0.48,292,13.41,"c_1_344_1414",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1414,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,13275.62,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,35.22,2,56.3904,3426,2982,5436,1283,"c_1_344_1414"
344,6079,0.7,74,106,2463,3324,844,1292,763,1172,874,1332,842,1508,0,2220,0.57,0.99,0.65,278,21.87,"c_1_344_1415",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1415,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,13201.79,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,254.69,2,87.5376,2383,2967,4393,1298,"c_1_344_1415"
344,4167,0.74,79,107,3075,20360,387,660,1552,3216,871,3344,2692,5532,0,2360,0.67,0.7,0.52,274,15.21,"c_1_344_1416",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1416,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14659.78,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,56.14,2,60.0048,2883,2991,4893,1274,"c_1_344_1416"
344,6379,0.93,94,101,2469,11088,470,1056,1166,3604,444,1088,2122,4188,0,4076,0.98,0.87,0.82,303,21.05,"c_1_344_1417",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1417,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,10762.93,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,67.11,2,91.8576,2762,2994,4772,1271,"c_1_344_1417"
344,4071,0.55,57,103,887,1204,354,520,1200,3252,1903,7836,4068,7364,0,2672,0.6,0.79,0.55,255,15.96,"c_1_344_1418",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1418,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,13135.27,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,35.61,2,58.6224,3350,2997,5360,1268,"c_1_344_1418"
344,4284,0.89,85,95,863,1316,433,1244,1727,4768,1566,7412,3261,5732,0,3456,0.88,0.75,0.43,268,15.99,"c_1_344_1419",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1419,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,13916.32,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,45.61,2,61.6896,4158,2993,6168,1272,"c_1_344_1419"
344,7029,0.87,112,97,2130,6804,630,6064,1070,4088,522,6608,1265,3500,0,3148,0.89,0.76,0.77,341,20.61,"c_1_344_1420",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1420,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,10223.89,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,88.85,2,101.2176,2669,3000,4679,1265,"c_1_344_1420"
344,3980,0.95,81,85,893,1240,393,588,2043,4396,2264,9836,4570,6556,0,3784,1,0.85,0.62,242,16.45,"c_1_344_1421",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1421,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,17071.37,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,48.98,2,57.312,4044,3002,6054,1263,"c_1_344_1421"
344,2346,0.53,46,87,1568,3348,519,1148,402,1012,360,812,781,2176,0,728,0.42,0.56,0.54,230,10.2,"c_1_344_1422",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1422,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,5538.63,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,40.98,2,33.7824,2247,2993,4257,1272,"c_1_344_1422"
344,4540,0.84,79,94,894,4408,352,628,1272,4464,533,2424,1563,5620,0,1460,0.73,0.86,0.93,257,17.67,"c_1_344_1423",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1423,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,12865.51,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,35.23,2,65.376,3010,2995,5020,1270,"c_1_344_1423"
344,4129,0.95,77,81,644,1300,300,692,1631,5856,1172,10752,2355,4820,0,2036,0.97,0.84,0.67,248,16.65,"c_1_344_1424",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1424,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14420.54,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,39.76,2,59.4576,3836,3012,5846,1253,"c_1_344_1424"
344,4323,0.68,73,108,815,1812,343,596,1398,3624,3342,9588,3278,5756,0,2516,0.73,0.73,0.41,272,15.89,"c_1_344_1425",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1425,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,16249.13,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,38.46,2,62.2512,3410,3028,5420,1237,"c_1_344_1425"
344,18215,0.45,126,282,1862,11580,565,1696,410,964,376,1056,1011,3288,0,6048,0.43,0.55,0.34,646,28.2,"c_1_344_1426",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1426,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,6629.93,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,52.61,2,262.296,2295,3103,4305,1162,"c_1_344_1426"
344,4676,0.95,81,85,930,1332,435,1228,1826,5428,1707,6080,3317,4836,0,4208,0.95,0.93,0.93,251,18.63,"c_1_344_1427",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1427,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14098.29,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,64.79,2,67.3344,4098,3030,6108,1235,"c_1_344_1427"
344,1524,1,51,51,830,1068,335,464,657,1832,423,1624,1614,4392,0,468,0.87,0.82,0.45,153,9.96,"c_1_344_1428",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1428,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,10181.37,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,31.92,2,21.9456,3227,3003,5237,1262,"c_1_344_1428"
344,7909,0.82,98,120,893,1536,351,728,725,3068,401,1560,1760,5468,0,3220,0.85,0.84,0.69,344,22.99,"c_1_344_1429",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1429,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,9809.59,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,36.21,2,113.8896,3089,3042,5099,1223,"c_1_344_1429"
